test_type,Model_Name,Predicted_Latitude1,Predicted_Longitude1,Predicted_Latitude2,Predicted_Longitude2,Predicted_Latitude3,Predicted_Longitude3,Predicted_Latitude4,Predicted_Longitude4,Predicted_Latitude5,Predicted_Longitude5
Game,geo_predictor_nn_1000e_256b_916k.pth,54.312073,43.46553,54.312073,43.46553,54.312073,43.46553,54.312073,43.46553,54.312073,43.46553
Game,geo_predictor_nn_1000e_256b_936k.pth,52.289307,-3.7568665,52.289307,-3.7568665,52.289307,-3.7568665,52.289307,-3.7568665,52.289307,-3.7568665
Game,geo_predictor_nn_1000e_256b_936k.pth,40.272415,40.523193,40.272415,40.523193,40.272415,40.523193,40.272415,40.523193,40.272415,40.523193
Game,geo_predictor_nn_1000e_256b_936k.pth,48.905945,-16.224274,48.905945,-16.224274,48.905945,-16.224274,48.905945,-16.224274,48.905945,-16.224274
Game,geo_predictor_nn_1000e_256b_936k.pth,23.324348,-75.51801,23.324348,-75.51801,23.324348,-75.51801,23.324348,-75.51801,23.324348,-75.51801
Game,geo_predictor_nn_1000e_256b_936k.pth,54.437164,28.46106,54.437164,28.46106,54.437164,28.46106,54.437164,28.46106,54.437164,28.46106
Game,geo_predictor_nn_1000e_256b_938k.pth,48.427505,-29.03476,48.427505,-29.03476,48.427505,-29.03476,48.427505,-29.03476,48.427505,-29.03476
Game,geo_predictor_nn_1000e_256b_938k.pth,1.0949249,102.24048,1.0949249,102.24048,1.0949249,102.24048,1.0949249,102.24048,1.0949249,102.24048
Game,geo_predictor_nn_1000e_256b_938k.pth,53.965607,7.223999,53.965607,7.223999,53.965607,7.223999,53.965607,7.223999,53.965607,7.223999
Game,geo_predictor_nn_1000e_256b_938k.pth,23.914879,-71.7484,23.914879,-71.7484,23.914879,-71.7484,23.914879,-71.7484,23.914879,-71.7484
Game,geo_predictor_nn_1000e_256b_938k.pth,56.447433,44.80809,56.447433,44.80809,56.447433,44.80809,56.447433,44.80809,56.447433,44.80809
Game,geo_predictor_nn_1000e_256b_947k.pth,50.85414,7.463745,50.85414,7.463745,50.85414,7.463745,50.85414,7.463745,50.85414,7.463745
Game,geo_predictor_nn_1000e_256b_947k.pth,2.492775,104.65033,2.492775,104.65033,2.492775,104.65033,2.492775,104.65033,2.492775,104.65033
Game,geo_predictor_nn_1000e_256b_947k.pth,52.566498,5.9582977,52.566498,5.9582977,52.566498,5.9582977,52.566498,5.9582977,52.566498,5.9582977
Game,geo_predictor_nn_1000e_256b_947k.pth,-0.15814972,-57.11389,-0.15814972,-57.11389,-0.15814972,-57.11389,-0.15814972,-57.11389,-0.15814972,-57.11389
Game,geo_predictor_nn_1000e_256b_947k.pth,55.803604,44.980713,55.803604,44.980713,55.803604,44.980713,55.803604,44.980713,55.803604,44.980713
Game,geo_predictor_nn_1000e_256b_954k.pth,36.435814,-77.16366,36.435814,-77.16366,36.435814,-77.16366,36.435814,-77.16366,36.435814,-77.16366
Game,geo_predictor_nn_1000e_256b_954k.pth,11.287315,103.91443,11.287315,103.91443,11.287315,103.91443,11.287315,103.91443,11.287315,103.91443
Game,geo_predictor_nn_1000e_256b_954k.pth,56.346024,-7.6464386,56.346024,-7.6464386,56.346024,-7.6464386,56.346024,-7.6464386,56.346024,-7.6464386
Game,geo_predictor_nn_1000e_256b_954k.pth,32.891663,-34.601746,32.891663,-34.601746,32.891663,-34.601746,32.891663,-34.601746,32.891663,-34.601746
Game,geo_predictor_nn_1000e_256b_954k.pth,55.081116,48.740494,55.081116,48.740494,55.081116,48.740494,55.081116,48.740494,55.081116,48.740494
Game,geo_predictor_nn_1000e_256b_956k.pth,53.01004,-12.896637,53.01004,-12.896637,53.01004,-12.896637,53.01004,-12.896637,53.01004,-12.896637
Game,geo_predictor_nn_1000e_256b_956k.pth,3.99646,103.66016,3.99646,103.66016,3.99646,103.66016,3.99646,103.66016,3.99646,103.66016
Game,geo_predictor_nn_1000e_256b_956k.pth,53.03296,-0.97288513,53.03296,-0.97288513,53.03296,-0.97288513,53.03296,-0.97288513,53.03296,-0.97288513
Game,geo_predictor_nn_1000e_256b_956k.pth,28.749908,-82.31435,28.749908,-82.31435,28.749908,-82.31435,28.749908,-82.31435,28.749908,-82.31435
Game,geo_predictor_nn_1000e_256b_956k.pth,55.133636,41.972687,55.133636,41.972687,55.133636,41.972687,55.133636,41.972687,55.133636,41.972687
Game,geo_predictor_nn_1000e_256b_971k.pth,49.292664,10.356842,49.292664,10.356842,49.292664,10.356842,49.292664,10.356842,49.292664,10.356842
Game,geo_predictor_nn_1000e_256b_971k.pth,4.2062683,100.14734,4.2062683,100.14734,4.2062683,100.14734,4.2062683,100.14734,4.2062683,100.14734
Game,geo_predictor_nn_1000e_256b_971k.pth,50.184174,3.9087982,50.184174,3.9087982,50.184174,3.9087982,50.184174,3.9087982,50.184174,3.9087982
Game,geo_predictor_nn_1000e_256b_971k.pth,17.950836,-81.07261,17.950836,-81.07261,17.950836,-81.07261,17.950836,-81.07261,17.950836,-81.07261
Game,geo_predictor_nn_1000e_256b_971k.pth,56.514908,55.542404,56.514908,55.542404,56.514908,55.542404,56.514908,55.542404,56.514908,55.542404
Game,geo_predictor_nn_1000e_257b_933k.pth,53.3125,-0.39131165,53.3125,-0.39131165,53.3125,-0.39131165,53.3125,-0.39131165,53.3125,-0.39131165
Game,geo_predictor_nn_1000e_257b_933k.pth,5.0251083,107.33261,5.0251083,107.33261,5.0251083,107.33261,5.0251083,107.33261,5.0251083,107.33261
Game,geo_predictor_nn_1000e_257b_933k.pth,52.424026,2.6977844,52.424026,2.6977844,52.424026,2.6977844,52.424026,2.6977844,52.424026,2.6977844
Game,geo_predictor_nn_1000e_257b_933k.pth,22.38475,-80.29736,22.38475,-80.29736,22.38475,-80.29736,22.38475,-80.29736,22.38475,-80.29736
Game,geo_predictor_nn_1000e_257b_933k.pth,55.550873,39.013535,55.550873,39.013535,55.550873,39.013535,55.550873,39.013535,55.550873,39.013535
Game,geo_predictor_nn_1000e_300b_988k.pth,47.194366,-26.190948,47.194366,-26.190948,47.194366,-26.190948,47.194366,-26.190948,47.194366,-26.190948
Game,geo_predictor_nn_1000e_300b_988k.pth,16.051796,99.73395,16.051796,99.73395,16.051796,99.73395,16.051796,99.73395,16.051796,99.73395
Game,geo_predictor_nn_1000e_300b_988k.pth,53.3143,-0.7657471,53.3143,-0.7657471,53.3143,-0.7657471,53.3143,-0.7657471,53.3143,-0.7657471
Game,geo_predictor_nn_1000e_300b_988k.pth,-2.961586,-53.28386,-2.961586,-53.28386,-2.961586,-53.28386,-2.961586,-53.28386,-2.961586,-53.28386
Game,geo_predictor_nn_1000e_300b_988k.pth,56.00119,57.016083,56.00119,57.016083,56.00119,57.016083,56.00119,57.016083,56.00119,57.016083
Game,geo_predictor_nn_1000e_512b_1920k.pth,51.88678,8.557785,51.88678,8.557785,51.88678,8.557785,51.88678,8.557785,51.88678,8.557785
Game,geo_predictor_nn_1000e_512b_1920k.pth,20.70784,88.82294,20.70784,88.82294,20.70784,88.82294,20.70784,88.82294,20.70784,88.82294
Game,geo_predictor_nn_1000e_512b_1920k.pth,53.836273,5.590103,53.836273,5.590103,53.836273,5.590103,53.836273,5.590103,53.836273,5.590103
Game,geo_predictor_nn_1000e_512b_1920k.pth,-24.522537,-53.5681,-24.522537,-53.5681,-24.522537,-53.5681,-24.522537,-53.5681,-24.522537,-53.5681
Game,geo_predictor_nn_1000e_512b_1920k.pth,53.93866,32.532745,53.93866,32.532745,53.93866,32.532745,53.93866,32.532745,53.93866,32.532745
Game,geo_predictor_nn_1000e_512b_856k.pth,40.22928,-60.346924,40.22928,-60.346924,40.22928,-60.346924,40.22928,-60.346924,40.22928,-60.346924
Game,geo_predictor_nn_1000e_512b_856k.pth,7.0623245,94.02792,7.0623245,94.02792,7.0623245,94.02792,7.0623245,94.02792,7.0623245,94.02792
Game,geo_predictor_nn_1000e_512b_856k.pth,53.31476,-1.0955963,53.31476,-1.0955963,53.31476,-1.0955963,53.31476,-1.0955963,53.31476,-1.0955963
Game,geo_predictor_nn_1000e_512b_856k.pth,-4.852852,-53.578354,-4.852852,-53.578354,-4.852852,-53.578354,-4.852852,-53.578354,-4.852852,-53.578354
Game,geo_predictor_nn_1000e_512b_856k.pth,54.914795,46.374725,54.914795,46.374725,54.914795,46.374725,54.914795,46.374725,54.914795,46.374725
Game,geo_predictor_nn_1000e_64b_1028k.pth,49.175323,6.107971,49.175323,6.107971,49.175323,6.107971,49.175323,6.107971,49.175323,6.107971
Game,geo_predictor_nn_1000e_64b_1028k.pth,9.930527,91.83371,9.930527,91.83371,9.930527,91.83371,9.930527,91.83371,9.930527,91.83371
Game,geo_predictor_nn_1000e_64b_1028k.pth,52.367157,-1.1264191,52.367157,-1.1264191,52.367157,-1.1264191,52.367157,-1.1264191,52.367157,-1.1264191
Game,geo_predictor_nn_1000e_64b_1028k.pth,5.9201508,-77.25728,5.9201508,-77.25728,5.9201508,-77.25728,5.9201508,-77.25728,5.9201508,-77.25728
Game,geo_predictor_nn_1000e_64b_1028k.pth,52.94583,47.65448,52.94583,47.65448,52.94583,47.65448,52.94583,47.65448,52.94583,47.65448
Game,geo_predictor_nn_1000e_64b_2086k.pth,47.10399,14.551056,47.10399,14.551056,47.10399,14.551056,47.10399,14.551056,47.10399,14.551056
Game,geo_predictor_nn_1000e_64b_2086k.pth,22.180626,67.11127,22.180626,67.11127,22.180626,67.11127,22.180626,67.11127,22.180626,67.11127
Game,geo_predictor_nn_1000e_64b_2086k.pth,55.378967,2.1592255,55.378967,2.1592255,55.378967,2.1592255,55.378967,2.1592255,55.378967,2.1592255
Game,geo_predictor_nn_1000e_64b_2086k.pth,-11.11396,-54.90834,-11.11396,-54.90834,-11.11396,-54.90834,-11.11396,-54.90834,-11.11396,-54.90834
Game,geo_predictor_nn_1000e_64b_2086k.pth,56.261383,48.880676,56.261383,48.880676,56.261383,48.880676,56.261383,48.880676,56.261383,48.880676
Game,geo_predictor_nn_1000e_64b_976k.pth,52.352478,-1.8123779,52.352478,-1.8123779,52.352478,-1.8123779,52.352478,-1.8123779,52.352478,-1.8123779
Game,geo_predictor_nn_1000e_64b_976k.pth,5.522934,98.32565,5.522934,98.32565,5.522934,98.32565,5.522934,98.32565,5.522934,98.32565
Game,geo_predictor_nn_1000e_64b_976k.pth,52.86528,5.1207886,52.86528,5.1207886,52.86528,5.1207886,52.86528,5.1207886,52.86528,5.1207886
Game,geo_predictor_nn_1000e_64b_976k.pth,12.4936905,-60.602196,12.4936905,-60.602196,12.4936905,-60.602196,12.4936905,-60.602196,12.4936905,-60.602196
Game,geo_predictor_nn_1000e_64b_976k.pth,55.344513,43.42856,55.344513,43.42856,55.344513,43.42856,55.344513,43.42856,55.344513,43.42856
Game,geo_predictor_nn_1000e_96b_1198k.pth,49.448273,5.6267395,49.448273,5.6267395,49.448273,5.6267395,49.448273,5.6267395,49.448273,5.6267395
Game,geo_predictor_nn_1000e_96b_1198k.pth,2.984642,100.392365,2.984642,100.392365,2.984642,100.392365,2.984642,100.392365,2.984642,100.392365
Game,geo_predictor_nn_1000e_96b_1198k.pth,52.5206,-1.1256256,52.5206,-1.1256256,52.5206,-1.1256256,52.5206,-1.1256256,52.5206,-1.1256256
Game,geo_predictor_nn_1000e_96b_1198k.pth,19.59539,-55.847427,19.59539,-55.847427,19.59539,-55.847427,19.59539,-55.847427,19.59539,-55.847427
Game,geo_predictor_nn_1000e_96b_1198k.pth,52.983124,40.6987,52.983124,40.6987,52.983124,40.6987,52.983124,40.6987,52.983124,40.6987
Game,geo_predictor_nn_1001e_256b_972k.pth,52.109894,-1.3013916,52.109894,-1.3013916,52.109894,-1.3013916,52.109894,-1.3013916,52.109894,-1.3013916
Game,geo_predictor_nn_1001e_256b_972k.pth,10.873665,105.2901,10.873665,105.2901,10.873665,105.2901,10.873665,105.2901,10.873665,105.2901
Game,geo_predictor_nn_1001e_256b_972k.pth,50.733795,8.026581,50.733795,8.026581,50.733795,8.026581,50.733795,8.026581,50.733795,8.026581
Game,geo_predictor_nn_1001e_256b_972k.pth,28.768036,-83.69304,28.768036,-83.69304,28.768036,-83.69304,28.768036,-83.69304,28.768036,-83.69304
Game,geo_predictor_nn_1001e_256b_972k.pth,55.829773,50.524567,55.829773,50.524567,55.829773,50.524567,55.829773,50.524567,55.829773,50.524567
Game,geo_predictor_nn_1090e_256b_943k.pth,53.819153,3.2773438,53.819153,3.2773438,53.819153,3.2773438,53.819153,3.2773438,53.819153,3.2773438
Game,geo_predictor_nn_1090e_256b_943k.pth,6.415985,104.043396,6.415985,104.043396,6.415985,104.043396,6.415985,104.043396,6.415985,104.043396
Game,geo_predictor_nn_1090e_256b_943k.pth,51.956467,4.18248,51.956467,4.18248,51.956467,4.18248,51.956467,4.18248,51.956467,4.18248
Game,geo_predictor_nn_1090e_256b_943k.pth,21.44983,-78.26566,21.44983,-78.26566,21.44983,-78.26566,21.44983,-78.26566,21.44983,-78.26566
Game,geo_predictor_nn_1090e_256b_943k.pth,56.574097,44.576035,56.574097,44.576035,56.574097,44.576035,56.574097,44.576035,56.574097,44.576035
Game,geo_predictor_nn_1090e_256b_977k.pth,52.726166,3.8145294,52.726166,3.8145294,52.726166,3.8145294,52.726166,3.8145294,52.726166,3.8145294
Game,geo_predictor_nn_1090e_256b_977k.pth,11.314133,100.12964,11.314133,100.12964,11.314133,100.12964,11.314133,100.12964,11.314133,100.12964
Game,geo_predictor_nn_1090e_256b_977k.pth,50.276154,3.7121582,50.276154,3.7121582,50.276154,3.7121582,50.276154,3.7121582,50.276154,3.7121582
Game,geo_predictor_nn_1090e_256b_977k.pth,3.7037811,-71.37381,3.7037811,-71.37381,3.7037811,-71.37381,3.7037811,-71.37381,3.7037811,-71.37381
Game,geo_predictor_nn_1090e_256b_977k.pth,53.72603,42.722275,53.72603,42.722275,53.72603,42.722275,53.72603,42.722275,53.72603,42.722275
Game,geo_predictor_nn_1100e_256b_1492k.pth,49.973846,7.6662445,49.973846,7.6662445,49.973846,7.6662445,49.973846,7.6662445,49.973846,7.6662445
Game,geo_predictor_nn_1100e_256b_1492k.pth,12.686058,104.18317,12.686058,104.18317,12.686058,104.18317,12.686058,104.18317,12.686058,104.18317
Game,geo_predictor_nn_1100e_256b_1492k.pth,51.67949,6.9356995,51.67949,6.9356995,51.67949,6.9356995,51.67949,6.9356995,51.67949,6.9356995
Game,geo_predictor_nn_1100e_256b_1492k.pth,8.007423,-51.110443,8.007423,-51.110443,8.007423,-51.110443,8.007423,-51.110443,8.007423,-51.110443
Game,geo_predictor_nn_1100e_256b_1492k.pth,54.464355,46.306458,54.464355,46.306458,54.464355,46.306458,54.464355,46.306458,54.464355,46.306458
Game,geo_predictor_nn_1111e_256b_870k.pth,52.26558,6.014862,52.26558,6.014862,52.26558,6.014862,52.26558,6.014862,52.26558,6.014862
Game,geo_predictor_nn_1111e_256b_870k.pth,13.891983,87.105286,13.891983,87.105286,13.891983,87.105286,13.891983,87.105286,13.891983,87.105286
Game,geo_predictor_nn_1111e_256b_870k.pth,51.638306,2.1574097,51.638306,2.1574097,51.638306,2.1574097,51.638306,2.1574097,51.638306,2.1574097
Game,geo_predictor_nn_1111e_256b_870k.pth,31.941597,-78.210526,31.941597,-78.210526,31.941597,-78.210526,31.941597,-78.210526,31.941597,-78.210526
Game,geo_predictor_nn_1111e_256b_870k.pth,55.890015,46.8132,55.890015,46.8132,55.890015,46.8132,55.890015,46.8132,55.890015,46.8132
Game,geo_predictor_nn_1111e_256b_876k.pth,51.38362,-13.466003,51.38362,-13.466003,51.38362,-13.466003,51.38362,-13.466003,51.38362,-13.466003
Game,geo_predictor_nn_1111e_256b_876k.pth,5.5371323,100.96445,5.5371323,100.96445,5.5371323,100.96445,5.5371323,100.96445,5.5371323,100.96445
Game,geo_predictor_nn_1111e_256b_876k.pth,52.026978,-1.8178864,52.026978,-1.8178864,52.026978,-1.8178864,52.026978,-1.8178864,52.026978,-1.8178864
Game,geo_predictor_nn_1111e_256b_876k.pth,12.329514,-76.59828,12.329514,-76.59828,12.329514,-76.59828,12.329514,-76.59828,12.329514,-76.59828
Game,geo_predictor_nn_1111e_256b_876k.pth,54.855103,44.11093,54.855103,44.11093,54.855103,44.11093,54.855103,44.11093,54.855103,44.11093
Game,geo_predictor_nn_1200e_256b_817k.pth,49.034775,3.3739166,49.034775,3.3739166,49.034775,3.3739166,49.034775,3.3739166,49.034775,3.3739166
Game,geo_predictor_nn_1200e_256b_817k.pth,1.1879044,104.68707,1.1879044,104.68707,1.1879044,104.68707,1.1879044,104.68707,1.1879044,104.68707
Game,geo_predictor_nn_1200e_256b_817k.pth,52.013763,4.342804,52.013763,4.342804,52.013763,4.342804,52.013763,4.342804,52.013763,4.342804
Game,geo_predictor_nn_1200e_256b_817k.pth,16.281815,-77.3886,16.281815,-77.3886,16.281815,-77.3886,16.281815,-77.3886,16.281815,-77.3886
Game,geo_predictor_nn_1200e_256b_817k.pth,56.24344,55.871033,56.24344,55.871033,56.24344,55.871033,56.24344,55.871033,56.24344,55.871033
Game,geo_predictor_nn_1200e_256b_881k.pth,38.43741,-75.62673,38.43741,-75.62673,38.43741,-75.62673,38.43741,-75.62673,38.43741,-75.62673
Game,geo_predictor_nn_1200e_256b_881k.pth,4.660942,102.35098,4.660942,102.35098,4.660942,102.35098,4.660942,102.35098,4.660942,102.35098
Game,geo_predictor_nn_1200e_256b_881k.pth,51.336197,3.5397491,51.336197,3.5397491,51.336197,3.5397491,51.336197,3.5397491,51.336197,3.5397491
Game,geo_predictor_nn_1200e_256b_881k.pth,22.906525,-74.013725,22.906525,-74.013725,22.906525,-74.013725,22.906525,-74.013725,22.906525,-74.013725
Game,geo_predictor_nn_1200e_256b_881k.pth,56.745544,44.2397,56.745544,44.2397,56.745544,44.2397,56.745544,44.2397,56.745544,44.2397
Game,geo_predictor_nn_1200e_256b_932k.pth,49.26671,6.607071,49.26671,6.607071,49.26671,6.607071,49.26671,6.607071,49.26671,6.607071
Game,geo_predictor_nn_1200e_256b_932k.pth,1.0940781,99.01666,1.0940781,99.01666,1.0940781,99.01666,1.0940781,99.01666,1.0940781,99.01666
Game,geo_predictor_nn_1200e_256b_932k.pth,50.834442,1.0253143,50.834442,1.0253143,50.834442,1.0253143,50.834442,1.0253143,50.834442,1.0253143
Game,geo_predictor_nn_1200e_256b_932k.pth,-7.8710175,-55.940155,-7.8710175,-55.940155,-7.8710175,-55.940155,-7.8710175,-55.940155,-7.8710175,-55.940155
Game,geo_predictor_nn_1200e_256b_932k.pth,52.981262,38.813477,52.981262,38.813477,52.981262,38.813477,52.981262,38.813477,52.981262,38.813477
Game,geo_predictor_nn_1200e_64b_947k.pth,49.70787,7.910675,49.70787,7.910675,49.70787,7.910675,49.70787,7.910675,49.70787,7.910675
Game,geo_predictor_nn_1200e_64b_947k.pth,2.9442444,94.07831,2.9442444,94.07831,2.9442444,94.07831,2.9442444,94.07831,2.9442444,94.07831
Game,geo_predictor_nn_1200e_64b_947k.pth,55.742706,-16.351318,55.742706,-16.351318,55.742706,-16.351318,55.742706,-16.351318,55.742706,-16.351318
Game,geo_predictor_nn_1200e_64b_947k.pth,0.5318756,-62.404724,0.5318756,-62.404724,0.5318756,-62.404724,0.5318756,-62.404724,0.5318756,-62.404724
Game,geo_predictor_nn_1200e_64b_947k.pth,51.785202,32.19162,51.785202,32.19162,51.785202,32.19162,51.785202,32.19162,51.785202,32.19162
Game,geo_predictor_nn_1300e_256b_960k.pth,41.898117,-73.87528,41.898117,-73.87528,41.898117,-73.87528,41.898117,-73.87528,41.898117,-73.87528
Game,geo_predictor_nn_1300e_256b_960k.pth,3.426529,104.023285,3.426529,104.023285,3.426529,104.023285,3.426529,104.023285,3.426529,104.023285
